Brand,Model,Year,Age,Kilometer,Fuel Type,Fuel Type,Engine,Max Power,Transmission,Seats,Price
Toyota,Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,12,70000,Diesel,Diesel,2494 CC,100.57 bhp,Manual,7,700000
Maruti,Swift Dzire VDI,2013,12,70000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,550000
Honda,Amaze S CVT Petrol BSIV,2019,6,15000,Petrol,Petrol,1199 CC,88.76 bhp,Automatic,5,680000
Hyundai,i10 Sportz 1.2,2009,16,53000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,200000
Maruti,Swift Dzire VDI,2014,11,120000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,500000
Maruti,Ertiga SHVS ZDI Plus,2016,9,70000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,7,1000000
Hyundai,Getz 1.3 GVS,2008,17,120000,Petrol,Petrol,1341 CC,82.9 bhp,Manual,5,110000
Hyundai,i20 1.2 Magna,2012,13,100000,Petrol,Petrol,1197 CC,80 bhp,Manual,5,320000
Maruti,Swift LXI Optional-O,2015,10,100000,Petrol,Petrol,1197 CC,83.11 bhp,Manual,5,350000
Tata,Indica Vista TDI LS,2013,12,162500,Diesel,Diesel,1405 CC,70 bhp,Manual,5,170000
Hyundai,i20 2015-2017 Asta 1.4 CRDi,2017,8,39000,Diesel,Diesel,1396 CC,88.73 bhp,Manual,5,800000
Maruti,Ignis 1.3 Alpha,2017,8,75000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,500000
Tata,Hexa XTA,2017,8,50000,Diesel,Diesel,2179 CC,153.86 bhp,Automatic,7,1380000
Mahindra,Marazzo M6 8Str,2019,6,40000,Diesel,Diesel,1497 CC,121 bhp,Manual,8,1300000
Hyundai,Verna 1.6 CRDI,2013,12,92500,Diesel,Diesel,1582 CC,126.3 bhp,Manual,5,530000
Maruti,Swift Dzire VDI,2012,13,158000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,360000
Maruti,Swift Dzire LDi,2012,13,120000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,310000
Honda,City i DTEC V,2015,10,50000,Diesel,Diesel,1498 CC,98.6 bhp,Manual,5,725000
Maruti,Swift Dzire ZDi,2012,13,110000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,340000
Hyundai,Xcent 1.2 CRDi E,2017,8,2000,Diesel,Diesel,1186 CC,73.97 bhp,Manual,5,550000
Toyota,Fortuner 3.0 Diesel,2011,14,181000,Diesel,Diesel,2982 CC,171 bhp,Manual,7,1150000
Tata,Tiago 1.05 Revotorq XZ,2016,9,70000,Diesel,Diesel,1047 CC,69 bhp,Manual,5,380000
Nissan,Sunny XL AT Special Edition,2013,12,90000,Petrol,Petrol,1498 CC,99.6 bhp,Automatic,5,350000
Hyundai,Elite i20 Magna Plus BSIV,2019,6,2000,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,610000
Maruti,Swift Dzire VXI,2015,10,20000,Petrol,Petrol,1197 CC,83.14 bhp,Manual,5,525000
Toyota,Innova 2.5 GX 7 STR,2011,14,120000,Diesel,Diesel,2494 CC,102 bhp,Manual,7,480000
Mahindra,Thar CRDe,2017,8,35000,Diesel,Diesel,2498 CC,105 bhp,Manual,6,780000
Maruti,Swift Dzire ZDi,2012,13,193000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,320000
Maruti,Swift 1.2 DLX (Only Delhi),2014,11,80000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,375000
Datsun,GO D Petrol,2019,6,40000,Petrol,Petrol,1198 CC,67.05 bhp,Manual,5,300000
Hyundai,i20 Asta 1.4 CRDi,2015,10,70000,Diesel,Diesel,1396 CC,88.73 bhp,Manual,5,500000
Mahindra,Scorpio LX,2011,14,122358,Diesel,Diesel,2179 CC,120 bhp,Manual,9,404000
Tata,Sumo Gold EX BSIII,2015,10,75000,Diesel,Diesel,2956 CC,69.01 bhp,Manual,7,500000
Tata,Tiago Wizz 1.05 Revotorq,2017,8,120000,Diesel,Diesel,1047 CC,69 bhp,Manual,5,350000
Tata,Zest Revotron 1.2 XT,2015,10,40000,Petrol,Petrol,1193 CC,88.7 bhp,Manual,5,380000
Hyundai,Accent GLE,2008,17,95200,Petrol,Petrol,1495 CC,94 bhp,Manual,5,114999
Honda,Brio Exclusive Edition,2014,11,33033,Petrol,Petrol,1198 CC,86.8 bhp,Manual,5,335000
Hyundai,Grand i10 AT Asta,2015,10,63063,Petrol,Petrol,1197 CC,82 bhp,Automatic,5,465000
Tata,Manza Club Class Quadrajet90 LX,2012,13,60000,Diesel,Diesel,1248 CC,88.76 bhp,Manual,5,290000
Maruti,Alto LX,2005,20,45000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,110000
Tata,New Safari DICOR 2.2 EX 4x2,2011,14,80000,Diesel,Diesel,2179 CC,138.1 bhp,Manual,7,450000
Mahindra,Bolero SLE,2009,16,170000,Diesel,Diesel,2523 CC,63 bhp,Manual,7,400000
Mahindra,Bolero DI DX 7 Seater,2007,18,207890,Diesel,Diesel,2523 CC,63 bhp,Manual,7,210000
Mercedes-Benz,GL-Class 220d 4MATIC Sport,2018,7,7976,Diesel,Diesel,2143 CC,170 bhp,Automatic,5,4600000
Maruti,Omni E MPI STD BS IV,2016,9,35000,Petrol,Petrol,796 CC,34.2 bhp,Manual,8,220000
Hyundai,Grand i10 Sportz,2017,8,35000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,450000
Hyundai,Grand i10 Sportz,2017,8,35000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,450000
Hyundai,i10 Sportz AT,2013,12,50000,Petrol,Petrol,1197 CC,78.9 bhp,Automatic,5,290000
Maruti,Swift VXI Deca,2016,9,20000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,520000
Hyundai,i10 Sportz AT,2011,14,20000,Petrol,Petrol,1197 CC,78.9 bhp,Automatic,5,265000
Maruti,Swift VXI,2012,13,50000,Petrol,Petrol,1197 CC,85.8 bhp,Manual,5,330000
Maruti,Swift VXI,2012,13,50000,Petrol,Petrol,1197 CC,85.8 bhp,Manual,5,330000
Mahindra,Bolero 2011-2019 ZLX,2014,11,120000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,509999
Hyundai,Verna 1.6 SX VTVT (O),2014,11,70000,Petrol,Petrol,1591 CC,121.3 bhp,Manual,5,500000
Hyundai,i20 Active 1.2,2015,10,50000,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,525000
Maruti,Baleno Zeta,2019,6,16500,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,675000
Hyundai,i20 1.2 Asta,2010,15,70000,Petrol,Petrol,1197 CC,80 bhp,Manual,5,300000
Maruti,Alto LXI,2005,20,99361,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,90000
Maruti,Swift Dzire VDI,2017,8,25000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,650000
Maruti,Swift Dzire VXI,2014,11,70000,Petrol,Petrol,1197 CC,85.8 bhp,Manual,5,409000
Hyundai,Grand i10 CRDi Sportz,2015,10,80000,Diesel,Diesel,1120 CC,70 bhp,Manual,5,395000
Maruti,Swift Dzire VXI,2014,11,70000,Petrol,Petrol,1197 CC,85.8 bhp,Manual,5,400000
Chevrolet,Beat LS,2012,13,60000,Petrol,Petrol,1199 CC,79.4 bhp,Manual,5,120000
Tata,Tigor 1.2 Revotron XZA,2018,7,10000,Petrol,Petrol,1199 CC,84 bhp,Automatic,5,645000
Maruti,800 Std,2006,19,80000,Petrol,Petrol,796 CC,37 bhp,Manual,4,81000
Honda,City i-DTEC VX,2017,8,30000,Diesel,Diesel,1498 CC,97.9 bhp,Manual,5,1300000
Honda,City i-DTEC VX,2017,8,33000,Diesel,Diesel,1498 CC,97.9 bhp,Manual,5,1250000
Maruti,Ertiga VXI,2013,12,90000,Petrol,Petrol,1373 CC,93.7 bhp,Manual,7,535000
Nissan,Terrano XV Premium 110 PS,2014,11,80100,Diesel,Diesel,1461 CC,108.5 bhp,Manual,5,555000
Honda,City i VTEC VX,2014,11,120000,Petrol,Petrol,1497 CC,117.3 bhp,Manual,5,725000
Renault,KWID RXL,2016,9,40000,Petrol,Petrol,799 CC,53.3 bhp,Manual,5,229999
Toyota,Innova 2.5 GX (Diesel) 8 Seater,2013,12,160000,Diesel,Diesel,2494 CC,100.6 bhp,Manual,8,800000
Maruti,Wagon R VXI BS IV,2017,8,47000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,409999
Hyundai,Creta 1.4 CRDi S Plus,2018,7,25000,Diesel,Diesel,1396 CC,88.7 bhp,Manual,5,1210000
Tata,Tiago 1.2 Revotron XZ,2017,8,26000,Petrol,Petrol,1199 CC,84 bhp,Manual,5,400000
Hyundai,Grand i10 1.2 CRDi Sportz,2018,7,29000,Diesel,Diesel,1186 CC,73.97 bhp,Manual,5,520000
Maruti,Baleno Zeta Automatic,2016,9,50000,Petrol,Petrol,1197 CC,83.1 bhp,Automatic,5,650000
Maruti,Swift ZXI ABS,2011,14,58000,Petrol,Petrol,1298 CC,88.2 bhp,Manual,5,325000
Maruti,Swift Dzire VXi AT,2012,13,120000,Petrol,Petrol,1197 CC,85.8 bhp,Automatic,5,420000
Maruti,Swift LXI Option,2014,11,50000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,400000
Hyundai,i20 1.2 Asta,2010,15,80000,Petrol,Petrol,1197 CC,80 bhp,Manual,5,254999
Maruti,Zen LXI,2003,22,60000,Petrol,Petrol,993 CC,60 bhp,Manual,5,65000
Maruti,Celerio LXI,2017,8,36000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,351000
Toyota,Innova 2.5 V Diesel 8-seater,2007,18,120000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,404000
Maruti,Ritz LDi,2011,14,185000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,185000
Nissan,Micra Diesel XV,2011,14,50000,Diesel,Diesel,1461 CC,63.1 bhp,Manual,5,250000
Maruti,Zen LXI,2002,23,100000,Petrol,Petrol,993 CC,60 bhp,Manual,5,60000
Hyundai,Verna 1.6 SX VTVT (O),2013,12,50000,Petrol,Petrol,1591 CC,121.3 bhp,Manual,5,500000
Maruti,Zen Estilo LXI BSIII,2007,18,80000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,85000
Maruti,Alto LX,2005,20,80000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,85000
Maruti,Swift Dzire ZDi,2011,14,90000,Diesel,Diesel,1248 CC,73.9 bhp,Manual,5,265000
Maruti,A-Star Vxi,2010,15,162000,Petrol,Petrol,998 CC,66.1 bhp,Manual,5,130000
Maruti,Ertiga VDI,2013,12,110000,Diesel,Diesel,1248 CC,88.76 bhp,Manual,7,480000
Maruti,Swift Ldi BSIII,2008,17,120000,Diesel,Diesel,1248 CC,75 bhp,Manual,5,170000
Nissan,Micra Diesel XV,2011,14,45000,Diesel,Diesel,1461 CC,63.1 bhp,Manual,5,275000
Maruti,Wagon R LXI,2005,20,90000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,89000
Ford,Figo Diesel Titanium,2010,15,90000,Diesel,Diesel,1399 CC,68 bhp,Manual,5,170000
Mahindra,XUV300 W8 Option BSIV,2019,6,16500,Petrol,Petrol,1197 CC,110 bhp,Manual,5,1090000
Hyundai,Creta 1.6 CRDi AT SX Plus,2017,8,67000,Diesel,Diesel,1582 CC,126.2 bhp,Automatic,5,1100000
Maruti,Swift VXI BSIV,2018,7,52000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,610000
Datsun,GO T Option BSIV,2016,9,40000,Petrol,Petrol,1198 CC,67 bhp,Manual,5,335000
Hyundai,Grand i10 Asta,2015,10,40000,Petrol,Petrol,1197 CC,82 bhp,Manual,5,434999
Toyota,Fortuner 2.8 2WD MT BSIV,2018,7,35000,Diesel,Diesel,2755 CC,174.5 bhp,Manual,7,3000000
Renault,KWID RXL,2018,7,13000,Petrol,Petrol,799 CC,53.26 bhp,Manual,5,390000
Honda,Brio 1.2 VX MT,2012,13,40000,Petrol,Petrol,1198 CC,86.8 bhp,Manual,5,325000
Volkswagen,Ameo 1.2 MPI Comfortline Plus,2019,6,10000,Petrol,Petrol,1198 CC,73.75 bhp,Manual,5,640000
Nissan,Sunny XV Special Edition,2012,13,9000,Petrol,Petrol,1498 CC,97.7 bhp,Manual,5,450000
Toyota,Etios Liva GD SP,2013,12,70000,Diesel,Diesel,1364 CC,67.06 bhp,Manual,5,400000
Hyundai,i10 Sportz,2009,16,60000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,215000
Renault,Duster 85PS Diesel RxL,2014,11,40000,Diesel,Diesel,1461 CC,83.8 bhp,Manual,5,570000
Mahindra,XUV500 W8 2WD,2012,13,93000,Diesel,Diesel,2179 CC,140 bhp,Manual,7,680000
Toyota,Innova 2.5 V Diesel 7-seater,2008,17,80000,Diesel,Diesel,2494 CC,102 bhp,Manual,7,325000
Tata,Indigo CS eGLX BS IV,2011,14,50000,Petrol,Petrol,1193 CC,64.08 bhp,Manual,5,150000
Hyundai,Elantra SX AT,2013,12,68000,Petrol,Petrol,1797 CC,147.5 bhp,Automatic,5,690000
Mercedes-Benz,New C-Class 220 CDI AT,2013,12,25000,Diesel,Diesel,2143 CC,170 bhp,Automatic,5,1550000
Tata,Nano STD,2012,13,18000,Petrol,Petrol,624 CC,37.5 bhp,Manual,4,64000
Nissan,Micra Diesel XL,2013,12,120000,Diesel,Diesel,1461 CC,63.1 bhp,Manual,5,250000
Maruti,Wagon R LXI,2005,20,35000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,65000
Maruti,Swift Dzire VDI,2016,9,60000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,550000
Hyundai,i10 Magna,2010,15,70000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,140000
Renault,KWID RXT,2016,9,30000,Petrol,Petrol,799 CC,53.3 bhp,Manual,5,300000
Volkswagen,GTI 1.8 TSI,2016,9,70000,Petrol,Petrol,1798 CC,189.3 bhp,Automatic,5,800000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,8,9000,Diesel,Diesel,1999 CC,177 bhp,Automatic,5,2625000
Lexus,ES 300h,2019,6,20000,Petrol,Petrol,2487 CC,214.56 bhp,Automatic,5,5150000
Jaguar,XF 2.0 Diesel Portfolio,2017,8,45000,Diesel,Diesel,1999 CC,177 bhp,Automatic,5,3200000
Tata,Safari Storme EX,2015,10,110000,Diesel,Diesel,2179 CC,147.94 bhp,Manual,7,503000
Volvo,XC40 D4 Inscription BSIV,2019,6,20000,Diesel,Diesel,1969 CC,190 bhp,Automatic,5,3800000
Toyota,Camry 2.5 Hybrid,2016,9,68089,Petrol,Petrol,2494 CC,157.7 bhp,Automatic,5,2000000
Maruti,Wagon R LXI,2013,12,58343,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,225000
Maruti,Baleno Alpha 1.3,2018,7,38817,Diesel,Diesel,1248 CC,74 bhp,Manual,5,740000
Honda,Jazz VX,2016,9,56494,Petrol,Petrol,1199 CC,88.7 bhp,Manual,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,12,79328,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,750000
Maruti,Swift AMT VVT VXI,2019,6,5621,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,650000
Toyota,Etios VX,2017,8,25538,Petrol,Petrol,1496 CC,88.73 bhp,Manual,5,625000
Maruti,Swift AMT ZXI,2018,7,69779,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,2017,8,56290,Diesel,Diesel,1186 CC,73.97 bhp,Manual,5,450000
BMW,X4 M Sport X xDrive20d,2019,6,7500,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5400000
BMW,X4 M Sport X xDrive20d,2019,6,8500,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5500000
Honda,Amaze V CVT Petrol BSIV,2019,6,7032,Petrol,Petrol,1199 CC,88.76 bhp,Automatic,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,2016,9,11000,Petrol,Petrol,1598 CC,103.5 bhp,Automatic,5,645000
Volvo,V40 D3 R-Design,2018,7,2000,Diesel,Diesel,1984 CC,150 bhp,Automatic,5,2475000
Hyundai,i10 Magna,2010,15,106000,Petrol,Petrol,1197 CC,78.9 bhp,Manual,5,150000
Honda,CR-V 2.4L 4WD AT,2009,16,120000,Petrol,Petrol,2354 CC,158.8 bhp,Automatic,5,500000
Maruti,Swift Dzire VDI,2015,10,90000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,480000
Hyundai,Verna 1.6 SX CRDi (O),2014,11,70000,Diesel,Diesel,1582 CC,126.32 bhp,Manual,5,535000
Toyota,Innova 2.5 G1 Diesel 8-seater,2005,20,240000,Diesel,Diesel,2494 CC,102 bhp,Manual,8,250000
Maruti,SX4 Celebration Diesel,2012,13,100000,Diesel,Diesel,1248 CC,88.8 bhp,Manual,5,300000
Hyundai,Verna XXi ABS (Petrol),2009,16,214000,Petrol,Petrol,1599 CC,103.2 bhp,Manual,5,340000
Hyundai,Verna CRDi SX,2009,16,214000,Diesel,Diesel,1493 CC,110 bhp,Manual,5,340000
Maruti,Alto 800 VXI,2016,9,50000,Petrol,Petrol,796 CC,47.3 bhp,Manual,5,240000
Honda,City i-VTEC CVT V,2018,7,1000,Petrol,Petrol,1497 CC,117.6 bhp,Automatic,5,1085000
Maruti,Swift Dzire AMT VDI,2017,8,19000,Diesel,Diesel,1248 CC,74.02 bhp,Automatic,5,750000
Tata,Indigo LS,2012,13,265000,Diesel,Diesel,1405 CC,70 bhp,Manual,5,95000
Maruti,Eeco CNG 5 Seater AC,2020,5,35000,CNG,Other,1196 CC,61.7 bhp,Manual,5,409999
Maruti,Alto K10 VXI,2014,11,80000,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,215000
Mahindra,XUV500 AT W10 AWD,2016,9,50000,Diesel,Diesel,2179 CC,140 bhp,Automatic,7,1290000
Maruti,Alto K10 LXI,2010,15,80000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,150000
Hyundai,EON Sportz,2013,12,50000,Petrol,Petrol,814 CC,55.2 bhp,Manual,5,219000
Tata,Tiago 1.2 Revotron XE,2018,7,100000,Petrol,Petrol,1199 CC,84 bhp,Manual,5,325000
Maruti,Eeco Smiles 5 Seater AC,2013,12,120000,Petrol,Petrol,1196 CC,73 bhp,Manual,5,260000
Jaguar,XE 2016-2019 2.0L Diesel Prestige,2017,8,9000,Diesel,Diesel,1999 CC,177 bhp,Automatic,5,2625000
Lexus,ES 300h,2019,6,20000,Petrol,Petrol,2487 CC,214.56 bhp,Automatic,5,5150000
Jaguar,XF 2.0 Diesel Portfolio,2017,8,45000,Diesel,Diesel,1999 CC,177 bhp,Automatic,5,3200000
Tata,Safari Storme EX,2015,10,110000,Diesel,Diesel,2179 CC,147.94 bhp,Manual,7,503000
Volvo,XC40 D4 Inscription BSIV,2019,6,20000,Diesel,Diesel,1969 CC,190 bhp,Automatic,5,3800000
Toyota,Camry 2.5 Hybrid,2016,9,68089,Petrol,Petrol,2494 CC,157.7 bhp,Automatic,5,2000000
Maruti,Wagon R LXI,2013,12,58343,Petrol,Petrol,998 CC,67.05 bhp,Manual,5,225000
Maruti,Baleno Alpha 1.3,2018,7,38817,Diesel,Diesel,1248 CC,74 bhp,Manual,5,740000
Honda,Jazz VX,2016,9,56494,Petrol,Petrol,1199 CC,88.7 bhp,Manual,5,550000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2013,12,79328,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,750000
Maruti,Swift AMT VVT VXI,2019,6,5621,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,650000
Toyota,Etios VX,2017,8,25538,Petrol,Petrol,1496 CC,88.73 bhp,Manual,5,625000
Maruti,Swift AMT ZXI,2018,7,69779,Petrol,Petrol,1197 CC,81.80 bhp,Automatic,5,600000
Hyundai,Grand i10 1.2 CRDi Sportz,2017,8,56290,Diesel,Diesel,1186 CC,73.97 bhp,Manual,5,450000
BMW,X4 M Sport X xDrive20d,2019,6,7500,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5400000
BMW,X4 M Sport X xDrive20d,2019,6,8500,Diesel,Diesel,1995 CC,190 bhp,Automatic,5,5500000
Honda,Amaze V CVT Petrol BSIV,2019,6,7032,Petrol,Petrol,1199 CC,88.76 bhp,Automatic,5,779000
Skoda,Rapid 1.6 MPI AT Elegance,2016,9,11000,Petrol,Petrol,1598 CC,103.5 bhp,Automatic,5,645000
Volvo,V40 D3 R-Design,2018,7,2000,Diesel,Diesel,1984 CC,150 bhp,Automatic,5,2475000
Honda,Amaze S CVT Diesel BSIV,2019,6,40000,Diesel,Diesel,1498 CC,78.9 bhp,Automatic,5,700000
Hyundai,Creta 1.4 CRDi Base,2017,8,45000,Diesel,Diesel,1396 CC,88.7 bhp,Manual,5,950000
Maruti,Alto LXi BSIII,2010,15,80000,Petrol,Petrol,796 CC,46.3 bhp,Manual,5,160000
Hyundai,Xcent 1.1 CRDi S Option,2015,10,135000,Diesel,Diesel,1120 CC,71.01 bhp,Manual,5,409999
Toyota,Innova 2.5 G (Diesel) 7 Seater,2015,10,120000,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,840000
Toyota,Etios Liva Diesel,2013,12,67000,Diesel,Diesel,1364 CC,67.1 bhp,Manual,5,450000
Maruti,Swift Dzire ZDI Plus,2017,8,50000,Diesel,Diesel,1248 CC,74.02 bhp,Manual,5,900000
Toyota,Innova 2.5 V Diesel 7-seater,2008,17,134000,Diesel,Diesel,2494 CC,102 bhp,Manual,7,570000
Nissan,Micra Diesel XV,2011,14,110000,Diesel,Diesel,1461 CC,63.1 bhp,Manual,5,254999
Maruti,800 AC BSIII,2009,16,40000,Petrol,Petrol,796 CC,37 bhp,Manual,4,130000
Maruti,Swift Dzire VDI,2013,12,120000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,530000
Volkswagen,Polo 1.5 TDI Highline,2015,10,110000,Diesel,Diesel,1498 CC,88.8 bhp,Manual,5,520000
Mahindra,Verito 1.5 D2 BSIII,2011,14,170000,Diesel,Diesel,1461 CC,64.1 bhp,Manual,5,229999
Maruti,800 AC BSIII,2004,21,80000,Petrol,Petrol,796 CC,37 bhp,Manual,4,81000
Maruti,Swift VDI Optional,2016,9,47000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,600000
Hyundai,Xcent 1.2 Kappa S Option,2015,10,93000,Petrol,Petrol,1197 CC,81.86 bhp,Manual,5,409999
Maruti,800 Std,2010,15,70000,Petrol,Petrol,796 CC,37 bhp,Manual,4,120000
Maruti,Celerio VXI,2014,11,50000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,320000
Ford,Figo Diesel EXI,2015,10,70000,Diesel,Diesel,1399 CC,68.05 bhp,Manual,5,292000
Tata,Safari DICOR 2.2 LX 4x2,2012,13,80000,Diesel,Diesel,2179 CC,138.03 bhp,Manual,7,390000
Ford,Figo 1.2P Titanium Plus MT,2016,9,44000,Petrol,Petrol,1196 CC,86.8 bhp,Manual,5,550000
Maruti,Celerio ZXI,2014,11,25000,Petrol,Petrol,998 CC,67.04 bhp,Manual,5,385000
Hyundai,Creta 1.6 VTVT S,2016,9,25000,Petrol,Petrol,1591 CC,121.3 bhp,Manual,5,800000
Maruti,Swift Dzire VXI 1.2,2019,6,10000,Petrol,Petrol,1197 CC,81.80 bhp,Manual,5,675000
Tata,Hexa XT,2018,7,50000,Diesel,Diesel,2179 CC,153.86 bhp,Manual,7,1525000
Ford,EcoSport 1.5 Diesel Titanium Plus BSIV,2018,7,30000,Diesel,Diesel,1498 CC,98.96 bhp,Manual,5,950000
Hyundai,i20 Active 1.4 SX with AVN,2015,10,50000,Diesel,Diesel,1396 CC,88.73 bhp,Manual,5,610000
Hyundai,i20 Asta 1.4 CRDi,2012,13,120000,Diesel,Diesel,1396 CC,88.73 bhp,Manual,5,525000
Honda,Amaze S CVT Diesel BSIV,2019,6,40000,Diesel,Diesel,1498 CC,78.9 bhp,Automatic,5,700000
Mahindra,Bolero 2011-2019 SLE,2015,10,80000,Diesel,Diesel,2523 CC,62.1 bhp,Manual,7,375000
Nissan,Terrano XL Plus 85 PS,2015,10,90000,Diesel,Diesel,1461 CC,83.8 bhp,Manual,5,580000
Maruti,Swift VXI Windsong Limited edition,2015,10,50000,Petrol,Petrol,1197 CC,83.11 bhp,Manual,5,434999
Datsun,RediGO 1.0 S,2020,5,2136,Petrol,Petrol,999 CC,67 bhp,Manual,5,350000
Toyota,Innova 2.5 G (Diesel) 7 Seater,2012,13,250000,Diesel,Diesel,2494 CC,100 bhp,Manual,7,730000
Hyundai,i20 Magna 1.2,2015,10,35000,Petrol,Petrol,1197 CC,81.83 bhp,Manual,5,600000
Toyota,Innova 2.5 VX (Diesel) 7 Seater,2015,10,120000,Diesel,Diesel,2494 CC,100.6 bhp,Manual,7,1050000
Maruti,Baleno Alpha 1.3,2017,8,70000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,735000
Renault,Duster 110PS Diesel RxZ,2018,7,18000,Diesel,Diesel,1461 CC,108.45 bhp,Manual,5,1050000
Chevrolet,Enjoy 1.3 TCDi LS 7,2016,9,110000,Diesel,Diesel,1248 CC,73.74 bhp,Manual,7,420000
Maruti,SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,8,60000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,5,800000
Toyota,Fortuner 4x2 AT,2015,10,60000,Diesel,Diesel,2982 CC,168.5 bhp,Automatic,7,2000000
Maruti,Swift Dzire VDI,2016,9,147000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,600000
Toyota,Fortuner 4x2 AT,2015,10,130000,Diesel,Diesel,2982 CC,168.5 bhp,Automatic,7,1900000
Chevrolet,Captiva LT,2011,14,99500,Diesel,Diesel,1991 CC,147.9 bhp,Manual,7,500000
Tata,Indica Vista Aqua 1.4 TDI,2011,14,110000,Diesel,Diesel,1405 CC,71 bhp,Manual,5,200000
Nissan,Micra Active XL Petrol,2016,9,35000,Petrol,Petrol,1198 CC,67.04 bhp,Manual,5,370000
Hyundai,Verna Transform CRDi VGT SX ABS,2010,15,110000,Diesel,Diesel,1493 CC,110 bhp,Manual,5,260000
Mahindra,KUV 100 mFALCON D75 K8,2016,9,100000,Diesel,Diesel,1198 CC,77 bhp,Manual,6,280000
Maruti,Ertiga VXI,2014,11,21000,Petrol,Petrol,1373 CC,93.7 bhp,Manual,7,610000
Ford,Fiesta Titanium 1.5 TDCi,2013,12,60000,Diesel,Diesel,1498 CC,90 bhp,Manual,5,300000
Tata,Indigo CS LX DiCOR,2010,15,40000,Diesel,Diesel,1405 CC,70 bhp,Manual,5,140000
Hyundai,i10 Magna 1.1L,2008,17,50000,Petrol,Petrol,1086 CC,68.05 bhp,Manual,5,229999
Maruti,A-Star Vxi,2010,15,65000,Petrol,Petrol,998 CC,66.1 bhp,Manual,5,200000
Maruti,Wagon R VXI BSIII,2011,14,80000,Petrol,Petrol,998 CC,67.1 bhp,Manual,5,200000
Hyundai,Verna 1.6 CRDi S,2015,10,119000,Diesel,Diesel,1582 CC,126.2 bhp,Manual,5,560000
Maruti,Ertiga SHVS VDI,2016,9,80000,Diesel,Diesel,1248 CC,88.5 bhp,Manual,7,750000
Maruti,Swift VDI BSIV,2017,8,90000,Diesel,Diesel,1248 CC,74 bhp,Manual,5,585000
Hyundai,Verna 1.6 VTVT S Option,2016,9,20000,Petrol,Petrol,1591 CC,121.4 bhp,Manual,5,760000
